wkt_geom,id,amenity,name,source,student:count,municipality,idp:camp_site,idp:status_20150427
"Polygon ((85.32728380000000357 27.71521630000000158, 85.32721560000000238 27.71495450000000105, 85.32727420000000507 27.71490269999999967, 85.32793630000000462 27.71476759999999828, 85.32859320000000025 27.71466900000000066, 85.32934450000000481 27.71456260000000071, 85.32947969999999316 27.71464539999999843, 85.33004049999999552 27.71613419999999905, 85.33018880000000195 27.71652990000000116, 85.33033500000000515 27.71701230000000038, 85.33028880000000527 27.71709159999999983, 85.32938280000000475 27.71732060000000075, 85.32923710000000028 27.71682970000000168, 85.32843750000000682 27.71706329999999951, 85.32784859999999583 27.71723790000000065, 85.32777459999999792 27.71698019999999829, 85.32769100000000151 27.71672440000000037, 85.32765329999999437 27.71661280000000005, 85.32779309999999384 27.71657169999999937, 85.3277188999999936 27.71632930000000172, 85.32758889999999496 27.71635960000000054, 85.32752290000000528 27.71605620000000059, 85.3274451000000056 27.71573689999999957, 85.32732339999999738 27.71530410000000089, 85.32734019999999475 27.71524829999999895, 85.32728380000000357 27.71521630000000158))",172386318,police,Police Headquarter,,,,,
"Polygon ((85.52329109999999446 27.63583399999999912, 85.52323690000000056 27.63566510000000065, 85.52316449999999293 27.63557469999999938, 85.52301799999999332 27.63542879999999968, 85.52277229999999975 27.6352449, 85.52265760000000228 27.63511839999999964, 85.52254109999999798 27.63506840000000153, 85.52248520000000553 27.63513229999999865, 85.52231150000000071 27.63513269999999977, 85.52222550000000467 27.63518260000000026, 85.52222460000000126 27.63544479999999837, 85.52246630000000494 27.6358713999999992, 85.52270190000000127 27.63595259999999953, 85.52294620000000691 27.63583579999999884, 85.52302240000000211 27.63589620000000124, 85.52326440000000218 27.63593699999999842, 85.52329109999999446 27.63583399999999912))",172477725,school,Aazad School,,,,,
"Polygon ((85.52577170000000706 27.6276818999999989, 85.5257979000000006 27.62781040000000132, 85.52530489999999475 27.62789920000000166, 85.52529440000000704 27.62785729999999873, 85.52524499999999819 27.62786649999999966, 85.52521959999999979 27.62773669999999981, 85.52526709999999355 27.62766140000000092, 85.52526869999999803 27.62761779999999945, 85.5252713 27.62753950000000103, 85.52527270000000215 27.6274905000000004, 85.5252298000000053 27.62742400000000131, 85.5252459000000016 27.62735740000000106, 85.5254014000000069 27.6272765999999983, 85.52553559999999777 27.6272480999999992, 85.52564279999999997 27.62724340000000112, 85.5257694000000015 27.6270510999999992, 85.52592230000000484 27.6270212000000015, 85.52598879999999326 27.62723820000000075, 85.5260428999999931 27.62743599999999944, 85.52607980000000509 27.62761019999999945, 85.52577170000000706 27.6276818999999989))",172477733,school,Baylor Academy,,,,,
"Polygon ((85.5320684 27.62608279999999894, 85.53199320000000228 27.62584719999999905, 85.53187680000000626 27.62586849999999927, 85.53173700000000679 27.62564920000000157, 85.53156199999999387 27.62567569999999861, 85.53138570000000129 27.62571489999999841, 85.53146460000000673 27.62598429999999894, 85.53153519999999332 27.62610159999999837, 85.53160880000000077 27.62615459999999956, 85.53176039999999603 27.62612250000000103, 85.53178069999999877 27.62615100000000012, 85.5320684 27.62608279999999894))",172477735,school,Bhakteshor School,,,,,
"Polygon ((85.53391080000000102 27.62862099999999899, 85.53407450000000267 27.62876350000000159, 85.53446519999999964 27.62886650000000088, 85.53447660000000496 27.62897470000000055, 85.5346100000000007 27.62913599999999903, 85.53456219999999632 27.62917600000000107, 85.53434799999999427 27.62919270000000083, 85.53386399999999412 27.62906519999999944, 85.5332429999999988 27.62869859999999989, 85.53330069999999807 27.62861949999999922, 85.53360689999999522 27.62870709999999974, 85.53391080000000102 27.62862099999999899))",172477786,school,Kavre Multiple Campus,,,,,
"Polygon ((85.52658959999999411 27.61580620000000152, 85.52642369999999516 27.61577379999999948, 85.5261473000000052 27.61541090000000054, 85.52598679999999831 27.61520020000000031, 85.52590589999999793 27.61478310000000036, 85.52563569999999515 27.61454880000000145, 85.52579160000000513 27.61439880000000002, 85.52647570000000599 27.61479070000000036, 85.52681610000000489 27.61480429999999942, 85.5270574000000039 27.61432980000000015, 85.52788780000000202 27.61439479999999946, 85.52815160000000105 27.61447330000000022, 85.52829189999999926 27.61511880000000119, 85.52813399999999433 27.61540529999999904, 85.52808269999999879 27.61549829999999872, 85.52817159999999319 27.61560559999999853, 85.52802780000000382 27.61593699999999885, 85.52790070000000355 27.61628139999999831, 85.52741849999999602 27.61643839999999983, 85.52721300000000326 27.61637179999999958, 85.52658959999999411 27.61580620000000152))",172477830,school,SOS Herman Village School,,,,,
"Polygon ((85.28391440000000046 27.67253709999999955, 85.2838138999999984 27.67240139999999826, 85.28392010000000312 27.67233859999999979, 85.28401630000000466 27.67247970000000024, 85.28391440000000046 27.67253709999999955))",172774282,school,Shree Bhaisnavi Secondary School,OpenDRI survey,200,,,
"Polygon ((85.34926140000000316 27.67792490000000072, 85.34928560000000175 27.67795579999999944, 85.3492971999999952 27.67800450000000012, 85.34928560000000175 27.67803890000000067, 85.34926679999999521 27.67806270000000168, 85.34926950000000545 27.67810070000000167, 85.34930529999999749 27.67813990000000146, 85.34932039999999631 27.67817429999999845, 85.34933479999999406 27.67821349999999825, 85.34934549999999831 27.67826099999999911, 85.34930160000000399 27.67828360000000032, 85.34926409999999919 27.6782882999999984, 85.34922389999999837 27.67828360000000032, 85.34921049999999809 27.67823609999999945, 85.34918629999999951 27.67823369999999983, 85.34917830000000549 27.67820760000000035, 85.34919700000000375 27.67818859999999859, 85.3491379999999964 27.67806029999999851, 85.3491219000000001 27.67801520000000082, 85.3491379999999964 27.67796059999999869, 85.34917020000000321 27.67795579999999944, 85.34922650000000033 27.67793920000000085, 85.34926140000000316 27.67792490000000072))",172952535,police,metropolitan Traffic Police,personal,,,,
"Polygon ((85.34538139999999373 27.67490640000000113, 85.34533539999999618 27.6749149999999986, 85.34532230000000652 27.67471700000000112, 85.34512049999999306 27.67472240000000028, 85.34517739999999719 27.67506619999999984, 85.34519799999999634 27.67508640000000142, 85.34522830000000226 27.67510419999999982, 85.34524439999999856 27.67512320000000159, 85.34527239999999892 27.67513329999999883, 85.34528070000000355 27.67513459999999981, 85.34529270000000167 27.67517670000000152, 85.34538190000000668 27.67515500000000017, 85.34543669999999338 27.67513389999999873, 85.34541480000000035 27.67506879999999825, 85.34552619999999479 27.67503870000000177, 85.34553809999999885 27.67503419999999892, 85.34553599999999562 27.67500090000000057, 85.34552100000000507 27.67491289999999893, 85.3455959000000064 27.67490919999999832, 85.34558889999999565 27.67479900000000015, 85.345514399999999 27.67480630000000019, 85.3454763000000014 27.67461289999999963, 85.34538689999999406 27.6746358999999984, 85.34541330000000414 27.67481360000000024, 85.34536339999999655 27.67482040000000154, 85.34538139999999373 27.67490640000000113))",172953244,school,Cosmic International Academy,OpenDRI survey,850,,,
"Polygon ((85.34420830000000535 27.67673729999999921, 85.34423329999999908 27.67660629999999955, 85.34423189999999693 27.67650450000000006, 85.34422739999999408 27.67647759999999835, 85.34421969999999646 27.6762952999999996, 85.34420830000000535 27.67624560000000145, 85.34419520000000148 27.67619810000000058, 85.34414700000000664 27.67602360000000061, 85.34412860000000478 27.67595700000000036, 85.3440767999999963 27.67565649999999877, 85.34408220000000256 27.67562320000000042, 85.34441780000000222 27.67584330000000037, 85.34450599999999554 27.67590119999999843, 85.34455699999999467 27.67596049999999863, 85.34458460000000457 27.67633470000000173, 85.34443629999999814 27.67653059999999954, 85.34420830000000535 27.67673729999999921))",172954057,school,SOS koteshwor,,,,,
"Polygon ((85.18050080000000435 27.86249129999999852, 85.18043919999999503 27.86239940000000104, 85.18056180000000666 27.8622961999999994, 85.18065950000000441 27.86242479999999944, 85.18050080000000435 27.86249129999999852))",175444699,hospital,Health Post,,,,,
"Polygon ((85.18171730000000252 27.86194719999999947, 85.18165030000000115 27.86184049999999957, 85.18114339999999629 27.86192709999999906, 85.18102799999999775 27.86205389999999937, 85.18093679999999779 27.86203490000000116, 85.18084559999999783 27.86204680000000167, 85.18078450000000146 27.86207050000000152, 85.18070350000000701 27.86213929999999905, 85.18067179999999894 27.86215819999999965, 85.18059870000000444 27.86211259999999967, 85.18037830000000099 27.86218549999999894, 85.1804147999999941 27.86228470000000002, 85.18056040000000451 27.86227600000000137, 85.18066249999999684 27.86241580000000084, 85.18070050000000037 27.86241830000000164, 85.1809851000000009 27.86225070000000059, 85.18112990000000195 27.86217010000000016, 85.18135789999999474 27.86212739999999854, 85.18148130000000151 27.86209420000000136, 85.18163420000000485 27.86203019999999952, 85.18171730000000252 27.86194719999999947))",175444703,school,Shree Chanda Devi Primary and Secondary School,,,,,
"Polygon ((85.19031909999999641 27.8534790000000001, 85.19031909999999641 27.85335099999999997, 85.19035929999999723 27.85325369999999978, 85.19039820000000418 27.85311739999999858, 85.19044379999999705 27.85310319999999962, 85.19053780000000131 27.85310060000000121, 85.19054970000000537 27.85345059999999862, 85.19031909999999641 27.8534790000000001))",176426598,school,Ram Janaki Primary School,,,,,
"Polygon ((85.19473929999999484 27.86805179999999993, 85.19484129999999311 27.86791540000000111, 85.19470719999999631 27.86777550000000048, 85.19462350000000583 27.86772559999999999, 85.19449529999999982 27.86747439999999898, 85.19441480000000411 27.86732500000000101, 85.19436380000000497 27.86719220000000163, 85.19432630000000017 27.86712109999999853, 85.19407139999999856 27.86718630000000019, 85.19420379999999682 27.86748019999999926, 85.19424589999999853 27.86760840000000172, 85.19422380000000317 27.86787500000000151, 85.19425730000000385 27.86804460000000105, 85.19451139999999612 27.86808369999999968, 85.19464759999999615 27.86818799999999996, 85.19473929999999484 27.86805179999999993))",176427532,school,Shree Shakti Primary and High Secondary School,,,,,
"Polygon ((85.34547129999999981 27.74859190000000098, 85.34552180000000021 27.74855270000000118, 85.34570840000000658 27.74842629999999843, 85.34584519999999941 27.74834800000000001, 85.34597019999999645 27.74824179999999885, 85.34610270000000298 27.74825810000000104, 85.34639400000000364 27.74829400000000135, 85.34645140000000652 27.74832659999999862, 85.34654199999999946 27.74837820000000121, 85.34646130000000142 27.74869019999999864, 85.34639640000000327 27.74890290000000093, 85.34637789999999313 27.74916280000000057, 85.34630629999999485 27.74916550000000015, 85.34553660000000264 27.74919489999999911, 85.34553099999999404 27.74917759999999944, 85.34547129999999981 27.74859190000000098))",176768699,hospital,National Institute of neurological and allied sciences,OpenDRI survey,,,,
"Polygon ((85.34340869999999768 27.74661820000000034, 85.3437536999999935 27.74687129999999868, 85.34408050000000401 27.74661940000000016, 85.34469780000000583 27.7461814000000011, 85.34457369999999798 27.74571540000000169, 85.34396399999999971 27.74514130000000023, 85.3438352000000009 27.74490390000000062, 85.34353609999999435 27.74488990000000044, 85.34299520000000427 27.74528839999999974, 85.34246009999999671 27.74571010000000015, 85.34283670000000654 27.74606580000000022, 85.34294309999999939 27.7461474999999993, 85.3430766000000034 27.74625010000000103, 85.34340869999999768 27.74661820000000034))",176772311,hospital,Shahid Gangalal National Heart Centre,,,,,
"Polygon ((85.32792440000000056 27.73552240000000069, 85.32796190000000536 27.7356334000000011, 85.32798680000000502 27.73570020000000014, 85.3281630999999976 27.73565239999999932, 85.32825160000000153 27.73562450000000013, 85.32831600000000094 27.73559369999999902, 85.32838350000000105 27.73556430000000006, 85.32836159999999381 27.73552959999999956, 85.32829189999999642 27.73540849999999836, 85.32815770000000555 27.73546779999999856, 85.32810680000000048 27.73548680000000033, 85.32805260000000658 27.73551330000000092, 85.32799520000000371 27.73550679999999957, 85.32792440000000056 27.73552240000000069))",176926682,college,Yeti Health Science Academy,OpenDRI survey,380,,,
"Polygon ((85.32956269999999677 27.7345411999999989, 85.32952140000000441 27.73450899999999919, 85.32908129999999858 27.73453179999999918, 85.32896390000000508 27.73418129999999948, 85.32717080000000465 27.73453759999999946, 85.32685130000000129 27.73469610000000074, 85.32698539999999809 27.73497139999999916, 85.32724589999999409 27.73520200000000102, 85.32742299999999602 27.73546479999999903, 85.32756390000000124 27.73542099999999877, 85.32761650000000486 27.73540470000000013, 85.32822240000000136 27.73521649999999994, 85.32852409999999566 27.73514670000000137, 85.32890720000000329 27.73505039999999866, 85.32905920000000322 27.73501449999999835, 85.32923870000000477 27.73491010000000045, 85.32929769999999792 27.73483879999999857, 85.32956269999999677 27.7345411999999989))",176939407,hospital,Kanti Children's Hospital,,,,,
"Polygon ((85.34665850000000376 27.73504529999999946, 85.34676919999999711 27.73495480000000057, 85.34670939999999462 27.7347608000000001, 85.34663689999999292 27.73475750000000062, 85.34650700000000256 27.73463840000000147, 85.34764649999999619 27.73457060000000141, 85.34767700000000445 27.73505439999999922, 85.34776850000000081 27.73523090000000124, 85.34788819999999987 27.73536169999999856, 85.34798200000000179 27.73533060000000106, 85.34805710000000545 27.73544270000000012, 85.34819550000000277 27.73541780000000045, 85.3483291999999949 27.73555689999999885, 85.34857560000000376 27.73568549999999888, 85.34871160000000145 27.73579989999999995, 85.34884999999999877 27.73586209999999852, 85.34898370000000511 27.73598880000000122, 85.34882740000000467 27.7362934999999986, 85.34852060000000051 27.73629180000000005, 85.34842960000000289 27.7361046999999985, 85.34825109999999881 27.73610150000000019, 85.34825720000000615 27.73621659999999878, 85.34810439999999687 27.73621100000000084, 85.34810950000000673 27.73612299999999919, 85.348039600000007 27.73607450000000085, 85.3478273999999999 27.73614410000000063, 85.34763770000000704 27.73624930000000077, 85.34745060000000194 27.73614879999999872, 85.34732569999999896 27.73603320000000139, 85.34713899999999853 27.73561709999999891, 85.34688760000000229 27.73530129999999971, 85.34665850000000376 27.73504529999999946))",177098888,school,Kaasthamandap Vidhyalaya,OpenDRI survey,400,,,
"Polygon ((85.34823260000000289 27.73675229999999914, 85.34823260000000289 27.73672090000000168, 85.34835160000000087 27.73669489999999982, 85.34851899999999603 27.73668190000000067, 85.34860999999999365 27.7366792999999987, 85.34878030000000138 27.7366792999999987, 85.34893889999999317 27.7366792999999987, 85.34892709999999738 27.73678320000000141, 85.34892419999999902 27.736876800000001, 85.34892419999999902 27.73696259999999825, 85.34857800000000339 27.73697849999999931, 85.34830730000000187 27.73700420000000122, 85.34824380000000588 27.73690930000000066, 85.3482177000000064 27.73679930000000127, 85.34814819999999713 27.73680050000000108, 85.34813819999999396 27.7367644999999996, 85.34823260000000289 27.73675229999999914))",177098890,school,NIBS School,OpenDRI survey,300,,,
"Polygon ((85.30813960000000407 27.67747250000000037, 85.30872549999999421 27.67730239999999853, 85.30865330000000313 27.677087199999999, 85.30850979999999595 27.67682800000000043, 85.30857260000000508 27.67676640000000177, 85.30849299999999857 27.67668430000000157, 85.30795320000000004 27.67682900000000146, 85.30813960000000407 27.67747250000000037))",177582762,school,Ideal Model School,OpenDRI survey,1100,,,
"Polygon ((85.29363960000000588 27.67648390000000092, 85.29349150000000179 27.67663639999999958, 85.29341839999999308 27.67668809999999979, 85.29330729999999505 27.67672010000000071, 85.29320579999999552 27.67673389999999856, 85.29310599999999454 27.67674889999999976, 85.29332719999999313 27.67747819999999948, 85.29540199999999572 27.67913730000000072, 85.29690610000000106 27.67852099999999993, 85.29669590000000312 27.67818959999999961, 85.29644679999999823 27.67787249999999943, 85.29632709999999918 27.67775620000000103, 85.29614530000000627 27.67760540000000091, 85.29560890000000484 27.6772248999999988, 85.29516630000000532 27.67694519999999869, 85.29453700000000538 27.67656500000000008, 85.29403270000000248 27.67627829999999989, 85.29396309999999914 27.67622610000000094, 85.29391200000000595 27.6762143000000016, 85.29385859999999298 27.67623989999999878, 85.29363960000000588 27.67648390000000092))",177616021,school,Laboratory Higher SecondarySchool,OpenDRI survey,1100,,,
"Polygon ((85.29568639999999391 27.66733500000000134, 85.29581050000000175 27.66707990000000095, 85.29599840000000199 27.6671516000000004, 85.29605850000000089 27.66702749999999966, 85.29628259999999784 27.6671124000000006, 85.29622249999999894 27.66723650000000134, 85.29640039999999601 27.6673043000000014, 85.29627650000000472 27.66755939999999825, 85.29609179999999924 27.66748899999999978, 85.2960692999999992 27.66753539999999845, 85.29601420000000189 27.66751449999999934, 85.29597660000000303 27.66759229999999903, 85.29584739999999954 27.66754339999999956, 85.2958849999999984 27.66746559999999988, 85.29582870000000128 27.66744429999999966, 85.29585120000000131 27.66739790000000099, 85.29568639999999391 27.66733500000000134))",177618128,school,Indian Modern High School,,,,,
